object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_artist,_place_of_origin,_style,_department,_technique,_image_id,_classification,_image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en,aligned_museum,aligned_period,aligned_type,aligned_material
14329,Maruru（感恩供品），来自Noa Noa套房,1893-94年，1921年印刷出版,,灰色象牙瓷纸上的黑色木版印刷,,205 × 356 mm (image); 272 × 422 mm (sheet) (sheet),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/14329,"https://www.artic.edu/iiif/2/624cfa42-4e13-008f-affe-438cd0ea9dc2/full/843,/0/default.jpg",,约瑟夫·布鲁克斯博览会收藏,,2026-05-27,1893-94年，1921年印刷出版,未知,象牙,未知,0.8,"Paul Gauguin (French, 1848-1903)
printed by Pola Gauguin (Danish, born France, 1883-1961)
published by Christian Cato, Copenhagen",France,,Prints and Drawings,,624cfa42-4e13-008f-affe-438cd0ea9dc2,,,False,"Maruru (Offerings of Gratitude), from the Noa Noa Suite","1893–94, printed and published 1921",,Wood-block print in black ink on grayish-ivory China paper,,Unknown,The Joseph Brooks Fair Collection,"1893–94, printed and published 1921",Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1893),未知,象牙
8037,靠垫套,清朝（1644-1911），1700/50,,丝绸和金箔上的漆纸条包裹着丝绸，缝和燕尾挂毯交织着交织的轮廓线；涂漆细节；内衬丝绸，经浮面7:1缎纹,,101.5 × 104.9 cm (40 × 41 1/2 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/8037,"https://www.artic.edu/iiif/2/be95515d-a511-76d9-d581-408b7c685dea/full/843,/0/default.jpg",,用拉塞尔·泰森提供的资金购买,,2026-05-27,清朝（1644-1912）,未知,金,中文,0.8,"Manchu
China",China,qing,Textiles,,be95515d-a511-76d9-d581-408b7c685dea,,,False,Cushion Cover,"Qing dynasty (1644–1911), 1700/50",,"Silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, slit and dovetailed tapestry weave with interlaced outlining wefts; painted details; lined with silk, warp-float faced 7:1 satin weave",,Chinese,Purchased with funds provided by Russell Tyson,Qing dynasty (1644-1912),Unknown,Gold,Art Institute of Chicago,Qing dynasty (c. 1644),未知,金
21423,梅花形枝柄杯,明朝（1368-1644）,,宜兴釉下模压装饰石器,,3.9 × 10.2 × 8.5 cm (1 9/16 × 4 × 3 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/21423,"https://www.artic.edu/iiif/2/968e6b0f-236f-53e1-a95d-acc8b6ee1faf/full/843,/0/default.jpg",,拉塞尔·泰森的遗赠,,2026-05-27,明朝（1368-1644）,未知,炻器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,968e6b0f-236f-53e1-a95d-acc8b6ee1faf,,,False,Cup in the Shape of a Plum Flower with Branch-Shaped Handle,Ming dynasty (1368–1644),,Yixing stoneware with underglaze molded decoration,,Chinese,Bequest of Russell Tyson,Ming dynasty (1368-1644),Unknown,Stoneware,Art Institute of Chicago,Ming dynasty (c. 1368),未知,炻器
7514,服装挂钩（代购）,东周，战国时期（公元前480-221年），公元前4世纪末/3世纪。,,镶嵌金银的青铜,,19.4 × 1.3 cm (7 1/2 × 1/2 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/7514,"https://www.artic.edu/iiif/2/7a50d56b-f1c3-efb5-c806-f3da95ebd21b/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,东周王朝（公元前770-256年）,未知,青铜,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,7a50d56b-f1c3-efb5-c806-f3da95ebd21b,,,True,Garment Hook (Daigou),"Eastern Zhou dynasty, Warring States period (480–221 B.C.), late 4th/3rd century B.C.",,Bronze inlaid with gold and silver,,Chinese,Lucy Maud Buckingham Collection,Eastern Zhou dynasty (770-256 BCE),Unknown,Bronze,Art Institute of Chicago,Tang dynasty (c. 770),未知,青铜
73796,二重奏，第二号,1894,,灰色象牙纸上的黑色转印石版画,,Image: 21.9 × 17.8 cm (8 5/8 × 7 1/16 in.); Sheet: 36.1 × 33.2 cm (14 1/4 × 13 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/73796,"https://www.artic.edu/iiif/2/43bf7e53-63c6-00c5-dda8-48208f43de98/full/843,/0/default.jpg",,Bryan Lathrop的遗赠,,2026-05-27,1894,未知,象牙,未知,0.8,"James McNeill Whistler
American, 1834-1903",United States,,Prints and Drawings,,43bf7e53-63c6-00c5-dda8-48208f43de98,,,False,"The Duet, No. 2",1894,,Transfer lithograph in black on grayish ivory China paper,,Unknown,Bequest of Bryan Lathrop,1894,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1894),未知,象牙
12359,牡丹喷雾浅盘,北宋（960-1127），11世纪,,丁瓷；釉下雕刻装饰的瓷器；金属边框,,2.3 × 24.9 cm (15/16 × 9 13/16 in.); Diam.: 24.9 cm (9 13/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/12359,"https://www.artic.edu/iiif/2/995a614d-b05a-5e6c-5197-977512f07b5d/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,宋朝（960-1279）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,995a614d-b05a-5e6c-5197-977512f07b5d,,,False,Shallow Dish with Peony Sprays,"Northern Song dynasty, (960–1127), 11th century",,Ding ware; porcelain with underglaze carved decoration; metal rim,,Chinese,Lucy Maud Buckingham Collection,Song dynasty (960-1279),Unknown,Porcelain,Art Institute of Chicago,Song dynasty (c. 960),未知,瓷
111366,《乌鸦》（Le Corbeau）的《窗边》（“打开这里，我把百叶窗扔了……”）,1875,,灰色中国纸上的黑色转印石版画,,Image: 38.7 × 31.5 cm (15 1/4 × 12 7/16 in.); Sheet: 55.1 × 39 cm (21 3/4 × 15 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/111366,"https://www.artic.edu/iiif/2/8096ac15-b5e6-7fa0-7dcb-c9287d795065/full/843,/0/default.jpg",,印刷品和图纸购买基金,,2026-05-27,1875,未知,灰色中国纸上的黑色转印石版画,未知,0.8,"Édouard Manet (French, 1832-1883)
written by Edgar Allan Poe (American, 1809-1849)
translated and produced by Stéphane Mallarmé (French, 1842-1898)
printed by Lefman et Cie. (French, 19th century)
published by Richard Lesclide (French, 1825-1892)",France,,Prints and Drawings,,8096ac15-b5e6-7fa0-7dcb-c9287d795065,,,False,"At the window (""Open here I flung the shutter...""), from The Raven (Le Corbeau)",1875,,Transfer lithograph in black on gray China paper,,Unknown,Prints and Drawings Purchase Fund,1875,Unknown,Transfer lithograph in black on gray China paper,Art Institute of Chicago,Qing dynasty (c. 1875),未知,纸
233329,巨人互动集团，中国上海，带素描的集体学习模型（八）,2005,,3D石膏粉打印,,1 × 24 × 13 cm (1/2 × 9 1/2 × 5 1/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/233329,"https://www.artic.edu/iiif/2/26135092-ba69-c3d4-d3fe-3b473b773325/full/843,/0/default.jpg",,建筑与设计学会提供的资金,,2026-05-27,2005,未知,3D石膏粉打印,未知,0.8,"Thom Mayne (American, born 1944)
Morphosis Architects (American, founded 1972)",,21st Century,Architecture and Design,,26135092-ba69-c3d4-d3fe-3b473b773325,,,False,"Giant Interactive Group, Shanghai, China, Massing Study Model with Sketches (VIII)",2005,,3D gypsum powder print,,Unknown,Funds provided by the Architecture & Design Society,2005,Unknown,3D gypsum powder print,Art Institute of Chicago,Qing dynasty (c. 2005),未知,
70093,弧形吊坠,东周王朝，约公元前770年至公元前256年。,,翡翠,,7.6 × 1.3 × 0.2 cm (3 × 1/2 × 3/32 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/70093,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,东周王朝（公元前770-256年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Arc-shaped Pendant,"Eastern Zhou dynasty, c. 770–256 B.C.
c. 5th century B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Eastern Zhou dynasty (770-256 BCE),Unknown,Jade,Art Institute of Chicago,Tang dynasty (c. 770),未知,翡翠
22729,内部采用粉红色壁纸II，来自《风景与室内》的第六版,1899,,灰色象牙瓷纸上的彩色石版画,,Image: 35.4 × 28.4 cm (13 15/16 × 11 3/16 in.); Sheet: 39.2 × 31.1 cm (15 7/16 × 12 1/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/22729,"https://www.artic.edu/iiif/2/944a4f77-5e9f-0646-4924-85bc420408ed/full/843,/0/default.jpg",,沃尔特·布鲁斯特的礼物,,2026-05-27,1899,未知,象牙,未知,0.8,"Edouard Vuillard (French, 1868-1940)
printed by Auguste Clot (French, 1858-1936)
published by Ambroise Vollard (French, 1867-1939)",France,,Prints and Drawings,,944a4f77-5e9f-0646-4924-85bc420408ed,,,False,"Interior with Pink Wallpaper II, plate six from Landscapes and Interiors",1899,,Color lithograph on grayish-ivory China paper,,Unknown,Gift of Walter S. Brewster,1899,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1899),未知,象牙
70129,龙吊坠,东周王朝，约公元前770年至公元前256年。,,翡翠,,22.2 × 6.5 × 0.8 cm (8 3/4 × 2 9/16 × 11 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/70129,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,东周王朝（公元前770-256年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Dragon Pendant,"Eastern Zhou dynasty, c. 770–256 B.C.
4th/3rd century B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Eastern Zhou dynasty (770-256 BCE),Unknown,Jade,Art Institute of Chicago,Tang dynasty (c. 770),未知,翡翠
129758,铠甲护卫王（天王）游荡妖,唐朝（618-907），8世纪上半叶,,三色铅釉陶器,,H.: 94 cm (37 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/129758,"https://www.artic.edu/iiif/2/8a3226d3-b45d-363b-ca94-b4a182cc3856/full/843,/0/default.jpg",,Joseph Winterbotham的遗赠,,2026-05-27,唐朝（618-907）,未知,陶器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,8a3226d3-b45d-363b-ca94-b4a182cc3856,,,True,Armored Guardian King (Tianwang) Trampling Demon,"Tang dynasty (618–907), first half of 8th century",,Earthenware with three-color (sancai) lead glazes,,Chinese,Bequest of Joseph Winterbotham,Tang dynasty (618-907),Unknown,Earthenware,Art Institute of Chicago,Tang dynasty (c. 618),未知,陶器
39534,约翰·D·洛克菲勒肖像,1921,,乳白色中国纸上的木雕，尖端在象牙色编织纸上,,Image/plate: 2.2 × 2.7 cm (7/8 × 1 1/8 in.); Primary support: 3.1 × 4.6 cm (1 1/4 × 1 13/16 in.); Secondary support: 3.4 × 4.7 cm (1 3/8 × 1 7/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/39534,"https://www.artic.edu/iiif/2/68775103-1b8b-d246-a4d2-fe177d750095/full/843,/0/default.jpg",,约翰·D·洛克菲勒先生的礼物,,2026-05-27,1921,未知,象牙,未知,0.8,"Timothy Cole (American, born England, 1852-1931)
after John Singer Sargent (American, 1856-1925)",United States,,Prints and Drawings,,68775103-1b8b-d246-a4d2-fe177d750095,,,False,Portrait of John D. Rockefeller,1921,,"Wood engraving on cream China paper, tipped onto ivory wove paper",,Unknown,Gift of Mr. John D. Rockefeller,1921,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1921),未知,象牙
73220,匕首斧（Ge）,东周战国时期（公元前480-221年）,,青铜镶嵌银,,20 × 13 cm (7 15/16 × 5 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/73220,"https://www.artic.edu/iiif/2/6037843b-4843-fc0c-4aed-3017d214e03f/full/843,/0/default.jpg",,拉塞尔·泰森的礼物,,2026-05-27,东周王朝（公元前770-256年）,未知,青铜,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,6037843b-4843-fc0c-4aed-3017d214e03f,,,False,Dagger-Axe (Ge),"Eastern Zhou dynasty, Warring States period (480–221 B.C.)",,Bronze inlaid with silver,,Chinese,Gift of Russell Tyson,Eastern Zhou dynasty (770-256 BCE),Unknown,Bronze,Art Institute of Chicago,Tang dynasty (c. 770),未知,青铜
9059,穿着神奇中世纪服装的女人,未注明日期,,在奶油色的中国纸上蚀刻，放在白色的编织纸上,,Plate: 10.3 × 6.5 cm (4 1/16 × 2 9/16 in.); Sheet: 21.3 × 15.3 cm (8 7/16 × 6 1/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/9059,"https://www.artic.edu/iiif/2/6c1cf245-5f3e-d9a0-29cb-e4c98c89707a/full/843,/0/default.jpg",,沃尔特·布鲁斯特的礼物,,2026-05-27,未注明日期,未知,在奶油色的中国纸上蚀刻，放在白色的编织纸上,未知,0.8,"Rodolphe Bresdin
French, 1825-1885",France,,Prints and Drawings,,6c1cf245-5f3e-d9a0-29cb-e4c98c89707a,,,False,Woman in Fantastic Medieval Costume,n.d.,,"Etching on cream China paper, laid down on white wove paper",,Unknown,Gift of Walter S. Brewster,n.d.,Unknown,"Etching on cream China paper, laid down on white wove paper",Art Institute of Chicago,未注明日期,未知,油
34075,罐子（胡或钟）,西汉王朝（公元前206年-公元9年）,,镀金青铜,,46 × 36 cm (18 1/8 × 14 13/16 in.); Diam.: 37.7 cm (14 13/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/34075,"https://www.artic.edu/iiif/2/6a241a10-3e19-fe53-f76b-ac40374f0196/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,汉朝（公元前206年-公元220年）,未知,青铜,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,6a241a10-3e19-fe53-f76b-ac40374f0196,,,False,Jar (hu or zhong),Western Han dynasty (206 B.C.–A.D.9),,Bronze with gilding,,Chinese,Lucy Maud Buckingham Collection,Han dynasty (206 BCE-220 CE),Unknown,Bronze,Art Institute of Chicago,汉朝（公元前206年-公元220年）,未知,青铜
21514,一只坐着的狗盖着罐子,北宋（960-1127），10世纪末/11世纪初,,龙泉瓷器；釉下模压雕刻装饰石器,,31.7 × 15.1 cm (12 1/2 × 5 15/16 in.); Diam.: 15.1 cm (5 15/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/21514,"https://www.artic.edu/iiif/2/2f25d1ca-0948-a263-46d9-d41dd4ed5614/full/843,/0/default.jpg",,拉塞尔·泰森的遗赠,,2026-05-27,宋朝（960-1279）,未知,炻器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,2f25d1ca-0948-a263-46d9-d41dd4ed5614,,,False,Covered Jar with a Seated Dog,"Northern Song dynasty (960–1127), late 10th/early 11th century",,Longquan ware; stoneware with underglaze mold-impressed and carved decoration,,Chinese,Bequest of Russell Tyson,Song dynasty (960-1279),Unknown,Stoneware,Art Institute of Chicago,Song dynasty (c. 960),未知,炻器
15563,夜在搅动（愤怒）（La Nuit remue[上校]）,1956,,亚麻布上的油,,195 × 130.5 cm (76 3/4 × 51 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/15563,"https://www.artic.edu/iiif/2/0f07eb70-3818-676a-c047-b1672d0a8277/full/843,/0/default.jpg",,塞缪尔·库茨先生和夫人的礼物,,2026-05-27,1956,未知,亚麻布,未知,0.8,"Zao Wou-Ki
French, born China, 1921-2013",France,contemporary,Contemporary Art,,0f07eb70-3818-676a-c047-b1672d0a8277,,,False,The Night Is Stirring (Anger) (La Nuit remue [colère]),1956,,Oil on linen,,Unknown,Gift of Mr. and Mrs. Samuel Kootz,1956,Unknown,Linen,Art Institute of Chicago,Qing dynasty (c. 1956),未知,亚麻
107043,中国中部热河省的塔和山脉景观,1965,,碳转印、蓝色钢笔、蓝色和紫色圆珠笔、粉彩和奶油色编织纸上的彩色铅笔,,30.3 × 45.7 cm (11 15/16 × 18 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/107043,"https://www.artic.edu/iiif/2/5ccc384b-e3a6-9d09-836b-46081e3d10db/full/843,/0/default.jpg",,罗伯特·A·刘易斯基金会礼物,,2026-05-27,1965,未知,粉彩,未知,0.8,"Joseph Yoakum
American, 1891-1972",United States,,Prints and Drawings,,5ccc384b-e3a6-9d09-836b-46081e3d10db,,,False,Tower and Mountain Range View of Jehoe Provience in Central China,1965,,"Carbon transfer, blue fountain pen, blue and purple ballpoint pen, pastel, and colored pencil on cream wove paper",,Unknown,Robert A. Lewis Fund gift,1965,Unknown,Pastel,Art Institute of Chicago,Qing dynasty (c. 1965),未知,
22718,The Avenue，风景与室内设计板块二,1899,,灰色象牙瓷纸上的彩色石版画,,Image: 31.1 × 41.1 cm (12 1/4 × 16 3/16 in.); Sheet: 33.4 × 44.2 cm (13 3/16 × 17 7/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/22718,"https://www.artic.edu/iiif/2/f5fb885f-f063-259f-88dd-0099eecf95f6/full/843,/0/default.jpg",,沃尔特·布鲁斯特的礼物,,2026-05-27,1899,未知,象牙,未知,0.8,"Edouard Vuillard (French, 1868-1940)
printed by Auguste Clot (French, 1858-1936)
published by Ambroise Vollard (French, 1867-1939)",France,,Prints and Drawings,,f5fb885f-f063-259f-88dd-0099eecf95f6,,,False,"The Avenue, plate two from Landscapes and Interiors",1899,,Color lithograph on grayish-ivory China paper,,Unknown,Gift of Walter S. Brewster,1899,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1899),未知,象牙
75521,男式长袍,清朝（1644-1911），1720/40,,丝绸和金箔覆盖在漆纸条上，1:1的平纹纱织物，辅以刺绣纬线；袖口镶边：丝绸，平纹；颈部装饰和闭合：丝绸，经浮面7:1缎纹编织；内衬丝绸，平纹织物，由1:1的平纹纱布交叉区域自行图案；袖口内衬丝绸，平纹；金属纽扣,,134 × 188.8 cm (52 3/4 × 74 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/75521,"https://www.artic.edu/iiif/2/44f1d531-7394-1bc7-36dd-ef4012bb4e41/full/843,/0/default.jpg",,威廉·M·艾利森夫人的礼物,,2026-05-27,清朝（1644-1912）,未知,金,中文,0.8,"Manchu
China",China,manchu-style,Textiles,,44f1d531-7394-1bc7-36dd-ef4012bb4e41,,,True,Man's Jifu (Semiformal Court Robe),"Qing dynasty (1644–1911), 1720/40",,"Silk and gold-leaf-over-lacquered-paper strips, 1:1 plain gauze weave with supplementary brocading wefts; cuff trim: silk, plain weave; neck trim and closures: silk, warp-float faced 7:1 satin weave; lined with silk, plain weave self-patterned by areas of 1:1 plain gauze crossings; cuffs lined with silk, plain weave; metal buttons",,Chinese,Gift of Mrs. William M. Allison,Qing dynasty (1644-1912),Unknown,Gold,Art Institute of Chicago,Qing dynasty (c. 1644),未知,金
8087,棕榈树下的游泳者,1871,,在白色编织纸上的象牙瓷纸上蚀刻,,Image: 13.7 × 12.4 cm (5 7/16 × 4 15/16 in.); Plate: 12.8 × 14 cm (5 1/16 × 5 9/16 in.); Sheet: 27 × 36 cm (10 11/16 × 14 3/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/8087,"https://www.artic.edu/iiif/2/ce7f7b97-14ca-258f-1f98-650b4fa423ea/full/843,/0/default.jpg",,沃尔特·布鲁斯特的礼物,,2026-05-27,1871,未知,象牙,未知,0.8,"Rodolphe Bresdin
French, 1825-1885",France,,Prints and Drawings,,ce7f7b97-14ca-258f-1f98-650b4fa423ea,,,False,The Bathers beneath the Palms,1871,,Etching on ivory China paper laid down on white wove paper,,Unknown,Gift of Walter S. Brewster,1871,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1871),未知,象牙
18019,龙和凤凰碗,清朝（1644-1911），18世纪,,釉下蓝和釉上彩瓷器,,7.9 × 20.7 cm (3 1/8 × 8 1/8 in.); Diam.: 20.7 cm (8 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/18019,"https://www.artic.edu/iiif/2/6feb73db-656b-36bc-d482-638cab7ca657/full/843,/0/default.jpg",,H.R.Warner夫人的礼物,,2026-05-27,清朝（1644-1912）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,6feb73db-656b-36bc-d482-638cab7ca657,,,False,Bowl with Dragons and Phoenixes,"Qing dynasty (1644–1911), 18th century",,Porcelain painted in underglaze blue and overglaze enamels,,Chinese,Gift of Mrs. H. R. Warner,Qing dynasty (1644-1912),Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1644),未知,瓷
12132,三脚架圆柱形罐（连或尊）,东汉（公元25-220年），公元2世纪,,绿铅釉陶器,,22 × 31.1 cm (8 11/16 × 12 1/4 in.); Diam.: 31.1 cm (12 1/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/12132,"https://www.artic.edu/iiif/2/6b38bb39-cefc-27ea-5053-0d7dfc5b7fe6/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,汉朝（公元前206年-公元220年）,未知,陶器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,6b38bb39-cefc-27ea-5053-0d7dfc5b7fe6,,,False,Tripod Cylindrical Jar (Lian or Zun),"Eastern Han dynasty (25–220 A.D.), 2nd century",,Earthenware with green lead glaze,,Chinese,Lucy Maud Buckingham Collection,Han dynasty (206 BCE-220 CE),Unknown,Earthenware,Art Institute of Chicago,汉朝（公元前206年-公元220年）,未知,陶器
