object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_displayculture,_displaydate,_displayperiod,_objectnumber,_medium_detail,_image_valid,image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en
118617,罗切斯特威廉·史密斯,1957年1月10日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118617,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09206,,,MWA 57-247-2,2026-05-27,1957年1月10日,未知,明胶银,未知,0.65,,"January 10, 1957",,MWA 57-247-2,Gelatin silver print,,False,False,"William Smith, Rochester","January 10, 1957",,Gelatin silver print,,Unknown,,"January 10, 1957",Unknown,Gelatin silver
118589,罗切斯特赫伯特·福加斯,1957年1月15日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118589,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09193,,,MWA 57-197-7,2026-05-27,1957年1月15日,未知,明胶银,未知,0.65,,"January 15, 1957",,MWA 57-197-7,Gelatin silver print,,False,False,"Herbert Forgash, Rochester","January 15, 1957",,Gelatin silver print,,Unknown,,"January 15, 1957",Unknown,Gelatin silver
118588,罗切斯特赫伯特·福加斯,1957年1月15日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118588,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09192,,,MWA 57-197-6,2026-05-27,1957年1月15日,未知,明胶银,未知,0.65,,"January 15, 1957",,MWA 57-197-6,Gelatin silver print,,False,False,"Herbert Forgash, Rochester","January 15, 1957",,Gelatin silver print,,Unknown,,"January 15, 1957",Unknown,Gelatin silver
118587,罗切斯特赫伯特·福加斯,1957年1月15日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118587,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09190,,,MWA 57-196-5,2026-05-27,1957年1月15日,未知,明胶银,未知,0.65,,"January 15, 1957",,MWA 57-196-5,Gelatin silver print,,False,False,"Herbert Forgash, Rochester","January 15, 1957",,Gelatin silver print,,Unknown,,"January 15, 1957",Unknown,Gelatin silver
118582,罗切斯特赫伯特·福加斯,1957年1月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118582,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09174,,,MWA 57-147-3,2026-05-27,1957年1月,未知,明胶银,未知,0.65,,January 1957,,MWA 57-147-3,Gelatin silver print,,False,False,"Herbert Forgash, Rochester",January 1957,,Gelatin silver print,,Unknown,,January 1957,Unknown,Gelatin silver
118578,沃尔特·查佩尔，罗切斯特,1957,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118578,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09168,,,MWA 57-144-4,2026-05-27,1957,未知,明胶银,未知,0.65,,1957,,MWA 57-144-4,Gelatin silver print,,False,False,"Walter Chappell, Rochester",1957,,Gelatin silver print,,Unknown,,1957,Unknown,Gelatin silver
118577,沃尔特·查佩尔，罗切斯特,1957,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118577,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09167,,,MWA 57-142-3,2026-05-27,1957,未知,明胶银,未知,0.65,,1957,,MWA 57-142-3,Gelatin silver print,,False,False,"Walter Chappell, Rochester",1957,,Gelatin silver print,,Unknown,,1957,Unknown,Gelatin silver
118534,旧金山唐人街,1953年2月13日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118534,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09252,,,MWA 53-94-2,2026-05-27,1953年2月13日,未知,明胶银,未知,0.65,,"February 13, 1953",,MWA 53-94-2,Gelatin silver print,,False,False,"Chinatown, San Francisco","February 13, 1953",,Gelatin silver print,,Unknown,,"February 13, 1953",Unknown,Gelatin silver
118498,Valentina Oumansky，旧金山,1953年5月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118498,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09232,,,MWA 53-38-5,2026-05-27,1953年5月,未知,明胶银,未知,0.65,,May 1953,,MWA 53-38-5,Gelatin silver print,,False,False,"Valentina Oumansky, San Francisco",May 1953,,Gelatin silver print,,Unknown,,May 1953,Unknown,Gelatin silver
118494,William Smith，Point Reyes，加利福尼亚州,1953年2月28日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118494,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09236,,,MWA 53-62-2,2026-05-27,1953年2月28日,未知,明胶银,未知,0.65,,"February 28, 1953",,MWA 53-62-2,Gelatin silver print,,False,False,"William Smith, Point Reyes, California","February 28, 1953",,Gelatin silver print,,Unknown,,"February 28, 1953",Unknown,Gelatin silver
118489,旧金山唐人街,1953年2月13日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118489,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09248,,,MWA 53-87-2,2026-05-27,1953年2月13日,未知,明胶银,未知,0.65,,"February 13, 1953",,MWA 53-87-2,Gelatin silver print,,False,False,"Chinatown, San Francisco","February 13, 1953",,Gelatin silver print,,Unknown,,"February 13, 1953",Unknown,Gelatin silver
118488,William Smith，Point Reyes，加利福尼亚州,1953年2月28日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118488,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09278,,,MWA 53-503-2,2026-05-27,1953年2月28日,未知,明胶银,未知,0.65,,"February 28, 1953",,MWA 53-503-2,Gelatin silver print,,False,False,"William Smith, Point Reyes, California","February 28, 1953",,Gelatin silver print,,Unknown,,"February 28, 1953",Unknown,Gelatin silver
118485,威廉·史密斯，加利福尼亚州斯廷森海滩,1953年3月20日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118485,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09280,,,MWA 53-549-2,2026-05-27,1953年3月20日,未知,明胶银,未知,0.65,,"March 20, 1953",,MWA 53-549-2,Gelatin silver print,,False,False,"William Smith, Stinson Beach, California","March 20, 1953",,Gelatin silver print,,Unknown,,"March 20, 1953",Unknown,Gelatin silver
118484,William Smith，加利福尼亚州圣马特奥县火柴棒湾,1953年4月10日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118484,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09282,,,MWA 53-571-2,2026-05-27,1953年4月10日,未知,明胶银,未知,0.65,,"April 10, 1953",,MWA 53-571-2,Gelatin silver print,,False,False,"William Smith, Matchstick Cove, San Mateo County, California","April 10, 1953",,Gelatin silver print,,Unknown,,"April 10, 1953",Unknown,Gelatin silver
118482,詹姆斯·马沙尔，罗切斯特,1957年5月1日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118482,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09152,,,MWA 57-240-2,2026-05-27,1957年5月1日,未知,明胶银,未知,0.65,,"May 1, 1957",,MWA 57-240-2,Gelatin silver print,,False,False,"James Marchael, Rochester","May 1, 1957",,Gelatin silver print,,Unknown,,"May 1, 1957",Unknown,Gelatin silver
118477,詹姆斯·马沙尔，罗切斯特,1957年5月1日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118477,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09145,,,MWA 57-235-3,2026-05-27,1957年5月1日,未知,明胶银,未知,0.65,,"May 1, 1957",,MWA 57-235-3,Gelatin silver print,,False,False,"James Marchael, Rochester","May 1, 1957",,Gelatin silver print,,Unknown,,"May 1, 1957",Unknown,Gelatin silver
118465,詹姆斯·马沙尔，罗切斯特,1957年5月1日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/118465,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09130,,,MWA 57-226-5,2026-05-27,1957年5月1日,未知,明胶银,未知,0.65,,"May 1, 1957",,MWA 57-226-5,Gelatin silver print,,False,False,"James Marchael, Rochester","May 1, 1957",,Gelatin silver print,,Unknown,,"May 1, 1957",Unknown,Gelatin silver
117611,中螺纹主轴,中期后期,,,昌凯,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117611,https://media.artmuseum.princeton.edu/iiif/3/collection/INV016099,,,1995-186.6,2026-05-27,中期后期,未知,未知,昌凯,0.65,Chancay,1200–1400,Late Intermediate Period,1995-186.6,,,False,False,Mid-Whorl Spindle,Late Intermediate Period,,,Chancay,Chancay,,Late Intermediate Period,Unknown,Unknown
117610,低螺纹主轴,中期后期,,,昌凯,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117610,https://media.artmuseum.princeton.edu/iiif/3/collection/INV016099,,,1995-186.5,2026-05-27,中期后期,未知,未知,昌凯,0.65,Chancay,1200–1400,Late Intermediate Period,1995-186.5,,,False,False,Low-Whorl Spindle,Late Intermediate Period,,,Chancay,Chancay,,Late Intermediate Period,Unknown,Unknown
117607,低螺纹主轴,中期后期,,,昌凯,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117607,https://media.artmuseum.princeton.edu/iiif/3/collection/INV016099,,,1995-186.2,2026-05-27,中期后期,未知,未知,昌凯,0.65,Chancay,1200–1400,Late Intermediate Period,1995-186.2,,,False,False,Low-Whorl Spindle,Late Intermediate Period,,,Chancay,Chancay,,Late Intermediate Period,Unknown,Unknown
117554,帕特里克·达夫,1928,,碳纤维印花,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117554,https://media.artmuseum.princeton.edu/iiif/3/collection/INV14086,,,x1982-345.11,2026-05-27,1928,未知,碳纤维印花,未知,0.65,,1928,,x1982-345.11,Carbon print,,False,False,Patrick Duff,1928,,Carbon print,,Unknown,,1928,Unknown,Carbon print
117545,罗伯特·亚当森,1928,,碳纤维印花,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117545,https://media.artmuseum.princeton.edu/iiif/3/collection/INV14077,,,x1982-345.2,2026-05-27,1928,未知,碳纤维印花,未知,0.65,,1928,,x1982-345.2,Carbon print,,False,False,Robert Adamson,1928,,Carbon print,,Unknown,,1928,Unknown,Carbon print
117343,南达科他州荒地,1960年6月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117343,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09068,,,MWA 60-83-2,2026-05-27,1960年6月,未知,明胶银,未知,0.65,,June 1960,,MWA 60-83-2,Gelatin silver print,,False,False,"Badlands, South Dakota",June 1960,,Gelatin silver print,,Unknown,,June 1960,Unknown,Gelatin silver
117339,旧金山金门大桥,1959年8月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117339,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09081,,,MWA 59-133-32,2026-05-27,1959年8月,未知,明胶银,未知,0.65,,August 1959,,MWA 59-133-32,Gelatin silver print,,False,False,"Golden Gate Bridge, San Francisco",August 1959,,Gelatin silver print,,Unknown,,August 1959,Unknown,Gelatin silver
117336,纽约石溪州立公园,1958年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117336,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09105,,,MWA 58-298B-2,2026-05-27,1958年9月,未知,明胶银,未知,0.65,,September 1958,,MWA 58-298B-2,Gelatin silver print,,False,False,"Stony Brook State Park, New York",September 1958,,Gelatin silver print,,Unknown,,September 1958,Unknown,Gelatin silver
117323,岩石,1964,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117323,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09044,,,MWA 64-8-2,2026-05-27,1964,未知,明胶银,未知,0.65,,1964,,MWA 64-8-2,Gelatin silver print,,False,False,Rock,1964,,Gelatin silver print,,Unknown,,1964,Unknown,Gelatin silver
117322,犹他州国会礁国家公园,1964,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117322,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09043,,,MWA 64-15-2,2026-05-27,1964,未知,明胶银,未知,0.65,,1964,,MWA 64-15-2,Gelatin silver print,,False,False,"Capitol Reef National Park, Utah",1964,,Gelatin silver print,,Unknown,,1964,Unknown,Gelatin silver
117319,岩石,1964,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117319,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09047,,,MWA 64-37-2,2026-05-27,1964,未知,明胶银,未知,0.65,,1964,,MWA 64-37-2,Gelatin silver print,,False,False,Rock,1964,,Gelatin silver print,,Unknown,,1964,Unknown,Gelatin silver
117318,岩层,1964,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117318,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09048,,,MWA 64-38-2,2026-05-27,1964,未知,明胶银,未知,0.65,,1964,,MWA 64-38-2,Gelatin silver print,,False,False,Rock seam,1964,,Gelatin silver print,,Unknown,,1964,Unknown,Gelatin silver
117310,景观中的岩层,1964,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117310,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09056,,,MWA 64-100-2,2026-05-27,1964,未知,明胶银,未知,0.65,,1964,,MWA 64-100-2,Gelatin silver print,,False,False,Rock formations in landscape,1964,,Gelatin silver print,,Unknown,,1964,Unknown,Gelatin silver
117309,犹他州圣拉斐尔沙漠,1964年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117309,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09057,,,MWA 64-103-4,2026-05-27,1964年9月,未知,明胶银,未知,0.65,,September 1964,,MWA 64-103-4,Gelatin silver print,,False,False,"San Rafael Desert, Utah",September 1964,,Gelatin silver print,,Unknown,,September 1964,Unknown,Gelatin silver
117298,犹他州国会礁国家公园,1966年7月或9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117298,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09035,,,MWA 66-176-2,2026-05-27,1966年7月或9月,未知,明胶银,未知,0.65,,July or September 1966,,MWA 66-176-2,Gelatin silver print,,False,False,"Capitol Reef National Park, Utah",July or September 1966,,Gelatin silver print,,Unknown,,July or September 1966,Unknown,Gelatin silver
117293,犹他州国会礁国家公园大教堂谷,1966年7月或9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117293,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09041,,,MWA 66-220-2,2026-05-27,1966年7月或9月,未知,明胶银,未知,0.65,,July or September 1966,,MWA 66-220-2,Gelatin silver print,,False,False,"Cathedral Valley, Capitol Reef National Park, Utah",July or September 1966,,Gelatin silver print,,Unknown,,July or September 1966,Unknown,Gelatin silver
117289,犹他,1967年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117289,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08998,,,MWA 67-22-2,2026-05-27,1967年9月,未知,明胶银,未知,0.65,,September 1967,,MWA 67-22-2,Gelatin silver print,,False,False,Utah,September 1967,,Gelatin silver print,,Unknown,,September 1967,Unknown,Gelatin silver
117282,犹他州国会礁国家公园,1967年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/117282,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09005,,,MWA 67-47A-2,2026-05-27,1967年9月,未知,明胶银,未知,0.65,,September 1967,,MWA 67-47A-2,Gelatin silver print,,False,False,"Capitol Reef National Park, Utah",September 1967,,Gelatin silver print,,Unknown,,September 1967,Unknown,Gelatin silver
