object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_culture,_findspot,_object_name_detail,_image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en,_plant_name,_collection,_source,_sourceId,_sourceType,_url,_imageUrl,_accessionNumber,_onView,_classification,_startYear,_dates,_endYear,_artist,_place_of_origin,_style,_department,_technique,_image_id,_category,_dynasty,_reign,_object_date,_country,_region,_artist_bio,_artist_nationality,_image_small,_accession_year,_is_public_domain,_displayculture,_displaydate,_displayperiod,_objectnumber,_medium_detail,image_valid,aligned_museum,museum_location,aligned_period,period_era,aligned_type,type_category,type_subcategory,aligned_material,material_category
222573,杰里米·德勒的《Iggy Pop Life Class》中的《无题（坐姿）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222573,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.5e_PS9.jpg,,,2016.3.5e,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Seated Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222573.0,collectionObject,https://www.brooklynmuseum.org/objects/222573,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.5e_PS9.jpg,2016.3.5e,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222572,杰里米·德勒的《Iggy Pop Life Class》中的《无题（坐姿）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222572,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.5d_PS9.jpg,,,2016.3.5d,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Sitting Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222572.0,collectionObject,https://www.brooklynmuseum.org/objects/222572,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.5d_PS9.jpg,2016.3.5d,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222644,Jeremy Deller的《Iggy Pop Life Class》中的《无题（撒谎姿势）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222644,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.17b_PS9.jpg,,,2016.3.17b,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Lying Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222644.0,collectionObject,https://www.brooklynmuseum.org/objects/222644,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.17b_PS9.jpg,2016.3.17b,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222553,杰里米·德勒的《Iggy Pop Life Class》中的《无题（站姿）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222553,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.1c_PS9.jpg,,,2016.3.1c,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Standing Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222553.0,collectionObject,https://www.brooklynmuseum.org/objects/222553,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.1c_PS9.jpg,2016.3.1c,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222582,杰里米·德勒的《Iggy Pop Life Class》中的《无题（坐姿）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222582,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.7e_PS9.jpg,,,2016.3.7e,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Seated Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222582.0,collectionObject,https://www.brooklynmuseum.org/objects/222582,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.7e_PS9.jpg,2016.3.7e,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222577,Jeremy Deller的《Iggy Pop Life Class》中的《无题（坐姿，面部细节）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222577,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.6c_PS9.jpg,,,2016.3.6c,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,"Untitled (Seated Pose, Detail of Face) from Iggy Pop Life Class by Jeremy Deller",2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222577.0,collectionObject,https://www.brooklynmuseum.org/objects/222577,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.6c_PS9.jpg,2016.3.6c,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222663,杰里米·德勒的《Iggy Pop Life Class》中的《无题（站姿）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222663,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.20a_PS9.jpg,,,2016.3.20a,2026-05-27,2016,绘图,未知,未知,0.7,,,,,True,Untitled (Standing Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222663.0,collectionObject,https://www.brooklynmuseum.org/objects/222663,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.20a_PS9.jpg,2016.3.20a,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222558,无题（坐姿，手的细节）来自Jeremy Deller的Iggy Pop Life Class,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222558,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.1h_PS9.jpg,,,2016.3.1h,2026-05-27,2016,绘图,未知,未知,0.7,,,,,True,"Untitled (Sitting Pose, Detail of Hand) from Iggy Pop Life Class by Jeremy Deller",2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222558.0,collectionObject,https://www.brooklynmuseum.org/objects/222558,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.1h_PS9.jpg,2016.3.1h,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222555,Jeremy Deller的《Iggy Pop Life Class》中的《无题（站姿，后视图）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222555,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.1e_PS9.jpg,,,2016.3.1e,2026-05-27,2016,绘图,未知,未知,0.7,,,,,True,"Untitled (Standing Pose, Back View) from Iggy Pop Life Class by Jeremy Deller",2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222555.0,collectionObject,https://www.brooklynmuseum.org/objects/222555,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.1e_PS9.jpg,2016.3.1e,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222626,Jeremy Deller的《Iggy Pop Life Class》中的《无题（撒谎姿势）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222626,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.15b_PS9.jpg,,,2016.3.15b,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Lying Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222626.0,collectionObject,https://www.brooklynmuseum.org/objects/222626,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.15b_PS9.jpg,2016.3.15b,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222654,杰里米·德勒的《Iggy Pop Life Class》中的《无题（站姿）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222654,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.19a_PS9.jpg,,,2016.3.19a,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Standing Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222654.0,collectionObject,https://www.brooklynmuseum.org/objects/222654,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.19a_PS9.jpg,2016.3.19a,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222605,杰里米·德勒的《Iggy Pop Life Class》中的《无题（坐姿）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222605,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.11d_PS9.jpg,,,2016.3.11d,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Sitting Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222605.0,collectionObject,https://www.brooklynmuseum.org/objects/222605,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.11d_PS9.jpg,2016.3.11d,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222643,杰里米·德勒的《Iggy Pop Life Class》中的《无题（站姿）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222643,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.17a_PS9.jpg,,,2016.3.17a,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Standing Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222643.0,collectionObject,https://www.brooklynmuseum.org/objects/222643,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.17a_PS9.jpg,2016.3.17a,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222621,杰里米·德勒的《Iggy Pop Life Class》中的《无题（站姿）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222621,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.14c_PS9.jpg,,,2016.3.14c,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Standing Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222621.0,collectionObject,https://www.brooklynmuseum.org/objects/222621,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.14c_PS9.jpg,2016.3.14c,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
225348,哥伦比亚大学校园强奸意识,2016,打印,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225348,https://brooklynmuseum.b-cdn.net/collections/objects/2017.26.53_PS20.jpg,,,2017.26.53,2026-05-27,2016,打印,未知,未知,0.7,,,,,False,Columbia Campus Rape Awareness,2016,Print,,,Unknown,,2016,Print,Unknown,,,sanity,225348.0,collectionObject,https://www.brooklynmuseum.org/objects/225348,https://brooklynmuseum.b-cdn.net/collections/objects/2017.26.53_PS20.jpg,2017.26.53,False,Print,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,打印,Unknown,Unknown,,Unknown
222596,杰里米·德勒的《Iggy Pop Life Class》中的《无题（坐姿）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222596,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.10d_PS9.jpg,,,2016.3.10d,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Seated Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222596.0,collectionObject,https://www.brooklynmuseum.org/objects/222596,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.10d_PS9.jpg,2016.3.10d,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222579,Jeremy Deller的《Iggy Pop Life Class》中的《无题（撒谎姿势）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222579,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.7b_PS9.jpg,,,2016.3.7b,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Lying Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222579.0,collectionObject,https://www.brooklynmuseum.org/objects/222579,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.7b_PS9.jpg,2016.3.7b,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222550,杰里米·德勒的《Iggy Pop Life Class》中的《无题（站姿）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222550,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.3a_PS9.jpg,,,2016.3.3a,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Standing Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222550.0,collectionObject,https://www.brooklynmuseum.org/objects/222550,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.3a_PS9.jpg,2016.3.3a,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222588,杰里米·德勒的《Iggy Pop Life Class》中的《无题（坐姿）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222588,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.8f_PS9.jpg,,,2016.3.8f,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Seated Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222588.0,collectionObject,https://www.brooklynmuseum.org/objects/222588,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.8f_PS9.jpg,2016.3.8f,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222637,杰里米·德勒的《Iggy Pop Life Class》中的《无题（坐姿）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222637,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.16d_PS9.jpg,,,2016.3.16d,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Sitting Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222637.0,collectionObject,https://www.brooklynmuseum.org/objects/222637,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.16d_PS9.jpg,2016.3.16d,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222682,Jeremy Deller的《Iggy Pop Life Class》中的《Untitled》（带有手臂细节的躺着姿势）,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222682,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.22b_PS9.jpg,,,2016.3.22b,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Lying Pose with Details of Arm) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222682.0,collectionObject,https://www.brooklynmuseum.org/objects/222682,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.22b_PS9.jpg,2016.3.22b,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222630,Jeremy Deller的《Iggy Pop Life Class》中的《无题（坐姿，面部细节）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222630,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.15f_PS9.jpg,,,2016.3.15f,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,"Untitled (Seated Pose, Detail of Face) from Iggy Pop Life Class by Jeremy Deller",2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222630.0,collectionObject,https://www.brooklynmuseum.org/objects/222630,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.15f_PS9.jpg,2016.3.15f,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222560,Jeremy Deller的《Iggy Pop Life Class》中的《无题（撒谎姿势）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222560,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.3b_PS9.jpg,,,2016.3.3b,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Lying Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222560.0,collectionObject,https://www.brooklynmuseum.org/objects/222560,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.3b_PS9.jpg,2016.3.3b,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
222564,Jeremy Deller的《Iggy Pop Life Class》中的《无题（坐姿，面部细节）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222564,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.3f_PS9.jpg,,,2016.3.3f,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,"Untitled (Seated Pose, Detail of Face) from Iggy Pop Life Class by Jeremy Deller",2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222564.0,collectionObject,https://www.brooklynmuseum.org/objects/222564,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.3f_PS9.jpg,2016.3.3f,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
224434,蜡染纺织品，ABC图案,约2018年,纺织,,ABC图案蜡染纺织品的六种颜色变体之一。,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224434,https://brooklynmuseum.b-cdn.net/collections/objects/2019.1.2_PS9.jpg,,,2019.1.2,2026-05-27,约2018年,纺织,未知,未知,0.7,,,,,False,"Wax Print Textile, ABC Pattern",ca. 2018,Textile,,One of six color variations of a wax print textile in the ABC pattern.,Unknown,,ca. 2018,Textile,Unknown,,,sanity,224434.0,collectionObject,https://www.brooklynmuseum.org/objects/224434,https://brooklynmuseum.b-cdn.net/collections/objects/2019.1.2_PS9.jpg,2019.1.2,False,Textile,2016.0,ca. 2018,2018.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2018),Unknown,纺织,Unknown,Unknown,,Unknown
223191,论一个建立在奴隶制和种族灭绝基础上的国家自由的不可能性,2016,照片,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/223191,https://brooklynmuseum.b-cdn.net/collections/objects/2016.25.1_PS9.jpg,,,2016.25.1,2026-05-27,2016,照片,未知,未知,0.7,,,,,False,"On the Impossibility of Freedom in a Country Founded on Slavery and Genocide, Performance Still 1",2016,Photograph,,,Unknown,,2016,Photograph,Unknown,,,sanity,223191.0,collectionObject,https://www.brooklynmuseum.org/objects/223191,https://brooklynmuseum.b-cdn.net/collections/objects/2016.25.1_PS9.jpg,2016.25.1,False,Photograph,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,照片,Unknown,Unknown,,Unknown
222581,杰里米·德勒的《Iggy Pop Life Class》中的《无题（坐姿）》,2016,绘图,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/222581,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.7d_PS9.jpg,,,2016.3.7d,2026-05-27,2016,绘图,未知,未知,0.7,,,,,False,Untitled (Sitting Pose) from Iggy Pop Life Class by Jeremy Deller,2016,Drawing,,,Unknown,,2016,Drawing,Unknown,,,sanity,222581.0,collectionObject,https://www.brooklynmuseum.org/objects/222581,https://brooklynmuseum.b-cdn.net/collections/objects/2016.3.7d_PS9.jpg,2016.3.7d,False,Drawing,2016.0,2016,2016.0,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Museum,"Brooklyn, New York, United States",Qing dynasty (c. 2016),Unknown,绘图,Unknown,Unknown,,Unknown
